state,account_length,area_code,phone_number,intl_plan,voice_mail_plan,total_day_calls,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churned
AK,71,510, 332-2275,no,no,84,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,False
SC,124,415, 340-4028,no,no,109,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,False
KS,68,415, 363-3486,no,no,68,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,False
UT,97,415, 418-3181,no,no,134,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,False
IL,98,510, 351-3316,yes,no,71,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,False
DC,24,408, 369-3626,no,no,73,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,True
DC,136,510, 353-2763,no,no,63,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,False
OK,44,408, 358-7165,no,no,86,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,True
KY,96,415, 353-3223,no,yes,90,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,False
NE,31,415, 338-9044,no,no,129,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False
AL,72,415, 341-7296,no,no,102,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False
HI,24,415, 398-4431,no,no,104,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False
SC,112,415, 408-5601,no,yes,89,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False
GA,117,415, 328-5188,yes,no,118,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,True
KS,137,415, 329-4474,no,yes,96,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False
PA,136,408, 357-4573,no,no,75,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False
UT,95,415, 341-7112,no,no,103,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,False
OR,82,415, 400-3147,no,yes,73,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False
ND,145,415, 378-1936,no,no,116,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,True
KY,56,415, 347-1640,yes,no,114,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False
MN,155,408, 374-9531,yes,no,146,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False
OH,133,408, 380-4374,no,no,100,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True
TX,53,415, 380-9409,no,no,113,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,False
WY,123,415, 387-1116,no,no,87,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True
GA,136,415, 400-7509,no,no,83,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False
TX,57,415, 403-6225,no,no,113,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False
WV,62,408, 382-8274,no,no,111,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False
NM,112,415, 354-5764,no,no,94,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False
MI,55,415, 387-6912,no,yes,91,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False
NC,95,408, 384-3413,no,no,115,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True
NY,125,415, 367-3950,no,no,65,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False
TX,1,415, 396-4254,no,no,106,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,True
KY,98,415, 333-3010,no,yes,81,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,True
SD,105,415, 393-1891,no,no,88,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,False
ID,113,415, 336-9053,no,yes,102,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False
OR,99,408, 353-3372,no,no,44,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True
WI,103,415, 386-8943,no,no,134,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False
WV,177,408, 376-9716,no,no,81,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,False
SC,149,415, 370-8676,no,yes,132,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False
CT,160,415, 360-2329,no,no,136,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True
NV,116,408, 360-1320,no,no,54,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False
ND,90,415, 329-8638,no,yes,94,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,False
MI,148,415, 385-1118,yes,no,81,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True
MT,147,415, 408-8269,no,yes,134,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True
NE,95,510, 391-2334,no,no,96,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False
UT,201,510, 373-8900,no,no,72,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False
WV,80,415, 382-3512,no,no,89,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False
AR,122,415, 420-4089,yes,no,117,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,False
MT,132,408, 406-8465,no,no,100,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False
UT,83,510, 386-6114,no,no,71,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,False
HI,99,408, 413-9328,no,no,107,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,True
KS,84,415, 335-7144,no,no,86,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True
NY,46,415, 414-5177,no,no,67,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False
OH,87,510, 350-5993,no,no,106,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False
HI,150,415, 370-1465,no,no,117,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False
KS,73,408, 385-2370,no,no,112,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False
IN,7,415, 358-9146,no,no,87,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,False
OR,89,415, 357-8515,no,yes,105,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False
NY,131,408, 406-8995,yes,no,83,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True
VA,105,415, 344-3145,no,no,96,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,False
MI,108,408, 341-9890,yes,no,114,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True
ID,47,415, 365-4387,no,yes,109,137.6,94,11.7,203.8,109,9.17,8.3,6,2.24,1,False
MO,101,415, 375-3341,yes,no,116,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False
AL,182,415, 418-3096,no,yes,104,143.4,127,12.19,191.0,98,8.59,11.6,3,3.13,1,False
OR,161,408, 378-3879,no,no,73,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False
VT,128,408, 344-1362,no,no,130,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True
AZ,69,415, 419-3937,no,yes,63,191.6,90,16.29,153.0,129,6.89,13.2,2,3.56,2,False
VA,113,408, 348-4961,no,yes,63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False
PA,87,408, 329-1410,no,yes,114,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False
CO,71,415, 332-9896,no,no,70,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,False
KY,76,415, 407-8575,no,no,69,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False
NJ,87,510, 387-2799,no,no,109,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False
IL,117,408, 373-9108,no,no,82,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False
WA,177,415, 345-3947,no,no,91,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True
WV,95,415, 356-7511,no,no,104,152.4,95,12.95,236.5,80,10.64,9.4,3,2.54,1,False
RI,76,415, 343-4516,no,no,78,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False
OH,66,415, 408-6305,no,no,103,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False
MO,110,415, 338-7305,no,no,124,146.9,141,12.49,217.1,102,9.77,9.9,7,2.67,1,False
MD,204,510, 401-3077,no,no,145,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False
OH,32,415, 401-6977,no,yes,97,183.5,111,15.6,206.8,111,9.31,13.0,2,3.51,0,False
VA,133,408, 385-1464,no,yes,107,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False
FL,185,408, 417-5034,no,no,97,288.7,83,24.54,111.2,110,5.0,12.1,3,3.27,2,False
CO,103,415, 420-7066,no,yes,78,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False
NY,91,510, 394-8256,no,no,100,189.6,104,16.12,206.7,85,9.3,11.1,3,3.0,1,False
WV,131,415, 362-5044,no,no,89,185.5,87,15.77,250.0,132,11.25,5.2,6,1.4,2,False
LA,153,510, 350-2075,no,no,127,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False
MA,132,415, 343-5372,no,yes,96,269.9,107,22.94,229.1,87,10.31,7.1,7,1.92,2,False
UT,148,510, 377-9520,no,no,92,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False
AL,141,408, 391-6773,no,no,90,234.1,80,19.9,211.5,104,9.52,6.0,3,1.62,5,False
ME,105,415, 403-4442,no,no,102,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False
TX,169,408, 379-5885,no,no,105,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True
ND,127,415, 399-1021,no,yes,80,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,False
CO,57,415, 342-4004,no,no,92,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False
LA,123,415, 382-7659,no,yes,87,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False
MT,103,510, 342-1004,no,yes,101,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True
OR,101,415, 398-5851,no,no,89,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False
NH,123,415, 396-4869,no,yes,105,80.0,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False
NE,78,510, 422-8333,no,yes,116,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False
WV,101,415, 367-9127,no,yes,96,285.8,72,24.29,203.0,111,9.14,9.4,6,2.54,4,False
NV,129,415, 420-3028,no,no,98,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False
MA,67,415, 357-6348,no,yes,114,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False
MI,37,415, 386-1131,no,no,116,167.4,99,14.23,216.5,112,9.74,14.0,5,3.78,3,False
KY,64,415, 349-8391,yes,no,83,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False
WV,173,510, 421-1484,no,no,103,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False
KY,135,510, 414-2663,no,no,115,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False
NJ,75,415, 327-6989,no,yes,93,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False
ME,88,415, 405-5513,no,no,112,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True
TX,112,415, 345-9168,no,no,112,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False
MN,113,408, 417-5146,no,no,137,242.8,109,20.64,247.8,97,11.15,6.5,4,1.76,0,False
VA,121,510, 339-2792,no,yes,94,141.5,76,12.03,237.3,87,10.68,6.4,3,1.73,2,False
DC,70,415, 345-8397,no,no,145,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False
MD,90,415, 344-6404,no,no,103,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False
RI,39,408, 417-9455,no,no,83,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False
MA,142,408, 343-1009,no,no,134,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False
MD,176,408, 365-3493,no,no,101,154.7,78,13.15,164.4,79,7.4,9.0,2,2.43,1,False
NM,105,408, 376-7043,no,no,81,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False
MN,57,415, 348-5728,no,no,74,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True
MI,110,510, 357-5784,no,no,92,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1,False
AZ,88,415, 417-9844,no,no,81,193.4,90,16.44,89.6,107,4.03,12.8,5,3.46,2,False
AL,95,408, 333-7225,no,no,119,157.1,70,13.35,181.5,120,8.17,14.0,6,3.78,0,False
MI,147,415, 382-4943,no,no,83,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,False
SC,101,415, 345-4589,no,no,92,188.0,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True
MS,115,415, 404-6337,no,no,111,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False
MS,103,415, 412-1470,no,no,103,202.8,89,17.24,233.0,126,10.49,12.9,2,3.48,2,False
CA,82,415, 394-9220,no,no,112,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0,False
MD,141,415, 364-5362,no,no,126,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0,False
ND,149,408, 372-9852,no,no,80,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False
IL,131,510, 394-9984,no,no,123,151.9,74,12.91,218.5,101,9.83,10.7,2,2.89,2,False
SD,119,510, 402-1668,no,no,108,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False
AL,112,510, 339-5659,no,no,83,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,False
NV,116,510, 341-7279,no,yes,103,167.2,106,14.21,205.7,102,9.26,11.8,2,3.19,2,False
LA,94,415, 371-3236,no,no,98,189.4,89,16.1,352.2,95,15.85,8.4,5,2.27,3,False
VA,90,408, 343-5679,no,no,93,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False
DE,114,415, 347-4626,no,yes,98,180.5,105,15.34,151.3,101,6.81,13.0,4,3.51,0,False
CT,63,408, 344-8498,no,yes,137,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False
CO,130,408, 349-3005,no,no,129,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True
MA,122,408, 371-3498,no,yes,83,268.2,93,22.8,168.0,95,7.56,8.4,6,2.27,3,False
OR,166,510, 367-4853,no,no,93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False
WA,62,415, 422-3454,no,no,98,173.5,95,14.75,218.0,122,9.81,10.1,4,2.73,0,False
SC,78,415, 403-8915,no,yes,85,223.1,79,18.96,124.0,92,5.58,9.5,1,2.57,2,False
IN,148,415, 371-2418,no,yes,91,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False
MD,154,510, 411-2977,no,no,122,214.2,71,18.21,178.0,105,8.01,12.0,2,3.24,3,True
NV,110,408, 389-8163,no,yes,114,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False
TX,75,415, 417-4456,no,no,106,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True
ND,84,408, 351-1894,no,yes,106,153.6,106,13.06,260.4,87,11.72,7.4,5,2.0,2,False
WV,113,510, 386-6408,no,no,88,204.0,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False
CO,181,510, 370-9592,no,yes,61,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False
TX,51,415, 397-9251,no,no,88,134.7,102,11.45,170.7,97,7.68,10.0,3,2.7,2,False
FL,102,408, 395-6913,no,yes,86,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False
AL,107,408, 332-3804,no,no,95,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False
WV,88,510, 421-1326,no,no,99,174.8,128,14.86,184.2,83,8.29,7.9,2,2.13,5,True
MI,82,415, 415-8200,no,no,102,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False
NY,204,415, 371-9414,no,no,85,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,False
MS,130,510, 347-3895,no,no,63,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False
MO,174,510, 342-5854,no,no,108,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False
AR,129,415, 379-7192,no,no,113,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False
MS,190,415, 394-5753,yes,no,55,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3,False
NY,54,510, 390-6932,yes,no,91,152.8,130,12.99,160.3,98,7.21,11.2,8,3.02,3,False
SD,78,408, 394-3171,no,no,88,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False
AK,100,415, 394-5202,no,yes,127,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False
WV,70,510, 348-3777,no,yes,72,170.0,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False
SC,111,510, 407-3949,no,no,119,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False
VA,117,408, 363-4779,no,no,98,228.0,131,19.38,240.0,111,10.8,10.6,3,2.86,1,False
MS,68,415, 340-2239,no,no,93,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False
SD,27,510, 359-3423,no,no,95,274.3,109,23.32,242.7,119,10.92,8.2,3,2.21,2,True
MN,91,415, 382-9297,no,no,61,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False
AL,181,415, 330-9294,no,yes,93,249.0,127,21.17,215.7,82,9.71,10.6,4,2.86,1,False
CO,118,415, 362-8763,no,yes,106,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3,False
ME,112,415, 403-4816,no,no,114,191.4,119,16.27,144.0,78,6.48,10.0,11,2.7,2,False
GA,93,415, 371-2155,no,no,121,191.9,131,16.31,165.5,125,7.45,12.0,4,3.24,0,False
AZ,102,408, 334-1339,no,no,94,207.9,100,17.67,190.4,120,8.57,10.1,10,2.73,0,False
MA,93,415, 341-7412,no,no,131,190.4,108,16.18,290.0,66,13.05,10.4,2,2.81,0,False
AZ,107,415, 375-4770,no,yes,101,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False
IN,100,415, 406-7643,no,yes,123,230.9,101,19.63,192.0,106,8.64,12.6,9,3.4,3,False
DE,115,415, 415-8164,no,no,111,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False
WI,63,510, 354-3545,no,yes,61,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,False
ME,57,415, 377-3139,no,no,101,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False
DC,119,408, 418-7478,no,yes,100,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False
GA,73,408, 385-6952,no,no,92,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False
HI,98,408, 381-8593,no,yes,71,182.4,108,15.5,183.8,88,8.27,11.0,8,2.97,2,False
VA,139,415, 365-9371,yes,no,121,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False
NY,31,408, 401-7335,no,yes,116,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,False
PA,129,510, 364-5126,no,yes,99,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False
AR,115,415, 385-7157,no,no,89,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,7,True
HI,108,415, 385-4766,no,no,99,221.1,93,18.79,229.2,110,10.31,14.0,9,3.78,2,True
DE,139,408, 390-1760,no,no,110,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,False
WV,102,408, 365-8831,no,no,125,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,False
OK,149,408, 353-4002,no,no,83,201.4,81,17.12,264.2,79,11.89,8.8,1,2.38,1,False
OR,113,415, 367-5923,no,no,143,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False
ND,131,408, 393-9548,no,yes,100,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False
MO,83,408, 362-2356,no,no,101,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False
AR,96,415, 365-2341,no,yes,95,256.3,150,21.79,158.6,72,7.14,10.8,6,2.92,2,False
GA,98,408, 388-8797,no,no,77,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False
TN,3,415, 400-4713,no,no,120,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False
MA,77,408, 420-3042,no,yes,84,201.0,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False
ND,75,408, 396-4171,no,yes,119,182.0,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False
IA,40,510, 389-8417,no,no,115,141.4,123,12.02,253.0,115,11.39,10.5,3,2.84,4,True
NJ,108,415, 339-4068,no,no,102,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False
MT,100,415, 341-4873,no,no,96,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True
AL,16,415, 336-2322,no,no,100,230.1,138,19.56,148.8,78,6.7,10.2,11,2.75,3,False
NY,115,510, 402-1607,no,yes,110,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False
PA,108,510, 379-3037,no,yes,88,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False
VT,107,510, 382-1399,no,no,76,156.1,65,13.27,244.0,91,10.98,8.3,3,2.24,5,False
NC,161,415, 394-5489,no,no,100,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True
CT,147,415, 387-6065,no,no,74,320.9,78,27.28,157.2,126,7.07,10.4,4,2.81,2,False
MO,107,415, 327-6087,no,no,94,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False
WV,120,510, 341-8667,no,no,123,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False
NJ,107,408, 338-9612,no,yes,83,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False
AK,58,510, 364-1134,no,no,96,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False
LA,91,408, 413-4811,no,no,121,175.2,87,14.89,136.3,80,6.13,13.3,3,3.59,2,False
AL,13,415, 354-4333,no,no,139,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False
IN,104,408, 382-2026,no,no,127,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False
MA,93,415, 368-3287,no,yes,85,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False
DE,95,510, 367-8298,no,no,95,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False
SC,104,415, 391-1783,no,no,141,187.1,140,15.9,216.6,100,9.75,10.0,4,2.7,3,False
NH,35,408, 393-8762,no,no,115,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True
LA,62,415, 385-1423,no,no,94,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,False
MS,143,510, 406-7670,no,no,112,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False
NM,62,415, 339-5423,no,no,91,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False
WA,60,415, 366-8939,yes,no,97,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,True
SC,41,510, 353-2391,no,no,138,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,False
MT,34,415, 372-4203,no,yes,100,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False
ME,56,408, 385-5688,no,no,112,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True
NM,183,415, 397-7453,no,no,100,246.6,78,20.96,304.2,107,13.69,9.5,4,2.57,1,False
AZ,94,415, 366-9015,no,no,111,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,False
CT,73,415, 356-1654,no,yes,117,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,False
IL,123,408, 337-3932,no,no,94,150.0,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False
IN,64,408, 350-1126,no,no,97,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False
AR,127,415, 416-3649,yes,no,60,179.5,159,15.26,171.8,122,7.73,6.2,4,1.67,4,True
RI,33,415, 349-1726,no,no,111,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,False
ND,27,415, 405-1589,no,no,67,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,False
NH,123,408, 366-7560,no,no,99,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False
NV,148,510, 333-9643,no,no,95,185.7,105,15.78,300.0,143,13.5,10.0,5,2.7,2,False
UT,81,415, 355-6422,no,no,121,230.1,105,19.56,140.5,123,6.32,13.3,3,3.59,0,False
NC,122,510, 329-5400,no,yes,108,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,False
MI,52,415, 383-6356,no,no,97,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1,False
WI,91,408, 377-7276,no,yes,101,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,False
AR,54,415, 337-1586,no,no,85,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,True
NH,152,510, 336-9273,no,no,93,136.4,106,11.59,197.3,107,8.88,9.0,2,2.43,1,False
TX,201,415, 415-5476,no,no,110,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,True
ID,78,415, 332-2650,no,no,115,117.9,102,10.02,201.0,94,9.05,12.0,3,3.24,4,True
CT,67,415, 418-8257,no,no,70,252.2,143,21.44,208.9,91,9.4,7.5,6,2.03,0,False
NH,100,408, 407-3121,no,no,125,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,False
WY,41,510, 381-2413,no,no,67,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,False
OR,133,415, 378-1144,no,no,71,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,False
SC,36,408, 359-5091,no,yes,123,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,False
MD,51,510, 378-6986,no,yes,121,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,False
NY,122,415, 386-6580,no,no,128,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,False
NM,84,408, 419-9713,no,yes,102,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,False
LA,91,415, 382-6153,no,no,128,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,False
UT,110,408, 332-1690,no,no,102,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,False
AL,91,408, 348-9383,yes,no,115,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,False
DE,121,408, 420-3857,no,no,74,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5,False
WV,109,415, 405-2653,no,no,100,229.0,103,19.47,139.4,105,6.27,7.8,8,2.11,3,False
KY,95,510, 417-9278,no,no,116,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False
NC,72,415, 352-5663,no,no,88,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0,False
WV,73,415, 370-8786,no,no,130,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,False
AZ,108,415, 415-6333,no,no,126,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,False
WV,58,408, 391-6558,no,yes,40,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,False
ND,148,415, 396-4234,yes,no,111,155.6,133,13.23,277.4,62,12.48,8.2,5,2.21,1,False
